Ensembl_gene_id,Ensembl_transcript_id,Gnomad_oe_lof_score,Gnomad_oe_ci_lower,Gnomad_oe_ci_upper,Gnomad_pLI_score,Gnomad_pnull_score,Gnomad_prec_score,Gnomad_oe_mis_score,Gnomad_mis_z_score
ENSG00000183287,ENST00000439986,0.74034,0.56946,0.97396,6.5026e-10,0.042206,0.95779,1.0271,-0.26442
ENSG00000135736,ENST00000258214,0.72047,0.55956,0.93786,2.6534e-10,0.023963,0.97604,1.0135,-0.15944
ENSG00000150636,ENST00000360242,1.3066,1.0845,1.5833,5.643799999999999e-32,0.99964,0.00036171,1.0917,-0.94398
ENSG00000167131,ENST00000417826,0.70693,0.40202,1.3278,0.011472,0.14213,0.84639,0.9108,0.6574
ENSG00000160994,ENST00000292574,0.93902,0.73148,1.2184,1.0058e-13,0.53171,0.46829,1.0962,-1.0835
ENSG00000173581,ENST00000586790,0.68913,0.47162,1.0337,9.4187e-05,0.06634,0.93357,0.86653,1.1225
ENSG00000159884,ENST00000426546,0.94821,0.64893,1.4223,2.3045e-06,0.34016,0.65984,1.0775,-0.62708
ENSG00000168491,ENST00000307588,0.90767,0.74859,1.1074,5.466699999999999e-22,0.59539,0.40461,0.92053,1.0407
ENSG00000164221,ENST00000379611,0.60365,0.46883,0.7858,5.7846e-08,0.0010418,0.99896,1.0915,-0.95886
ENSG00000103021,ENST00000219299,1.063,0.84904,1.3424,7.627900000000001e-19,0.91214,0.087862,0.92686,0.67426
ENSG00000136710,ENST00000259229,0.90991,0.62895,1.3493,1.8142e-06,0.29746,0.70254,1.0705,-0.46204
ENSG00000161180,ENST00000292779,0.81527,0.59047,1.1466,1.692e-07,0.16667,0.83333,0.98379,0.19608
ENSG00000159873,ENST00000249064,0.042582,0.015132,0.202,0.99995,2.0478e-08,5.3397e-05,1.1,-0.79569
ENSG00000160799,ENST00000683445,1.0908,0.80817,1.4955,6.6602e-11,0.70907,0.29093,0.94278,0.35367
ENSG00000147144,ENST00000603986,0.42582,0.28828,0.64675,0.17716,0.00092772,0.82191,0.9887,0.12358
ENSG00000176714,ENST00000324364,,,,,,,0.78252,1.6175
ENSG00000151773,ENST00000444614,1.0274,0.79287,1.3466,7.9343e-14,0.73977,0.26023,0.98379,0.12172
ENSG00000007080,ENST00000445755,0.45361,0.27345,0.79156,0.14023,0.015313,0.84445,0.89346,0.8115
ENSG00000183323,ENST00000396496,0.74891,0.5867,0.96572,1.6988e-11,0.038398,0.9616,0.94506,0.57192
ENSG00000169193,ENST00000307471,0.42862,0.224,0.90123,0.26579,0.034858,0.69935,0.91943,0.43891
ENSG00000164366,ENST00000296824,0.48747,0.1993,1.5345,0.2296,0.10743,0.66298,0.83916,1.2327
ENSG00000244607,ENST00000310232,0.80228,0.66167,0.97883,1.9714000000000002e-19,0.069646,0.93035,0.944,0.71323
ENSG00000100147,ENST00000255784,1.0535,0.7765,1.4528,2.7892e-10,0.63529,0.36471,0.91035,0.64738
ENSG00000128596,ENST00000297788,0.70831,0.60247,0.83637,1.0671999999999999e-23,0.00033424,0.99967,0.87432,1.9907
ENSG00000185298,ENST00000329214,0.78825,0.5709,1.1086,2.9246e-07,0.12942,0.87058,1.0964,-0.80143
ENSG00000163006,ENST00000295124,0.80159,0.6574,0.98386,2.2872e-18,0.073126,0.92687,1.0753,-0.88431
ENSG00000175455,ENST00000409697,0.87258,0.72061,1.0631,2.0635999999999997e-21,0.37422,0.62578,0.99876,0.017169
ENSG00000163492,ENST00000443758,0.92828,0.81888,1.055,4.8805e-53,0.98147,0.018534,1.0635,-1.1448
ENSG00000135637,ENST00000393965,0.79991,0.65698,0.98029,1.3707e-18,0.068514,0.93149,0.9559,0.57869
ENSG00000170160,ENST00000399273,0.28513,0.22211,0.36996,1.0,1.7317e-22,9.2962e-10,0.42787,9.415
ENSG00000135205,ENST00000285871,0.77105,0.65142,0.91697,3.5263e-24,0.012612,0.98739,0.90664,1.3223
ENSG00000153237,ENST00000283233,1.038,0.87456,1.2381,8.5068e-32,0.98865,0.011352,1.0302,-0.33395
ENSG00000181982,ENST00000635206,0.75182,0.59211,0.96391,4.9334e-12,0.03765,0.96235,0.87861,1.3348
ENSG00000149548,ENST00000344762,0.9171,0.78305,1.0785,6.474e-33,0.8298,0.1702,1.0104,-0.14677
ENSG00000144395,ENST00000389175,0.96506,0.84558,1.1046,7.593699999999999e-50,0.99482,0.0051783,1.0346,-0.52566
ENSG00000198865,ENST00000361970,0.97163,0.74736,1.2782,7.3029e-13,0.59279,0.40721,0.88661,0.82655
ENSG00000248712,ENST00000503566,0.86624,0.61895,1.2369,2.3694e-07,0.24645,0.75355,0.90933,0.62954
ENSG00000197599,ENST00000389176,1.0395,0.87744,1.2374,1.5230999999999998e-32,0.99038,0.0096249,1.027,-0.34185
ENSG00000187860,ENST00000338306,0.84587,0.68722,1.0487,1.026e-17,0.21825,0.78175,0.95811,0.56046
ENSG00000163749,ENST00000682701,0.83709,0.72015,0.97667,7.296e-33,0.15885,0.84115,0.96855,0.48472
ENSG00000183401,ENST00000458408,0.78541,0.61,1.0224,2.5131e-11,0.086482,0.91352,0.95835,0.3424
ENSG00000280670,ENST00000629482,1.5947,1.0383,2.5354,1.1002e-06,0.69405,0.30595,1.4889,-1.8482
ENSG00000255181,ENST00000542437,1.1777,0.80598,1.7665,2.5044e-07,0.59013,0.40987,1.1085,-1.1942
ENSG00000198937,ENST00000373408,1.1772,0.78763,1.8127,1.4004e-06,0.5414,0.4586,1.0073,-0.034244
ENSG00000175820,ENST00000322527,0.96594,0.63796,1.5101,1.6664e-05,0.33243,0.66755,0.96984,1.1605
ENSG00000242715,ENST00000239859,0.83412,0.62405,1.1314,2.7097e-09,0.19157,0.80843,0.99623,0.025226
ENSG00000159588,ENST00000528266,1.1617,0.96875,1.4008,4.6322e-31,0.99797,0.0020252,1.0425,-0.51623
ENSG00000120262,ENST00000239374,0.9506,0.78293,1.1615,9.7028e-23,0.79761,0.20239,1.0234,-0.28845
ENSG00000164989,ENST00000380701,1.0523,0.93123,1.192,1.3837000000000002e-63,0.99998,1.9245e-05,1.2937,-4.9141
ENSG00000182645,ENST00000333254,0.78965,0.59078,1.071,8.1446e-09,0.11555,0.88445,1.0238,-0.17323
ENSG00000154479,ENST00000447353,1.0288,0.85284,1.2483,2.6544e-26,0.96458,0.035417,0.95373,0.49868
ENSG00000154781,ENST00000383794,0.64845,0.49878,0.85307,2.313e-08,0.0054637,0.99454,0.94025,0.61065
ENSG00000151838,ENST00000537690,0.87241,0.74205,1.0301,1.0296000000000001e-29,0.45122,0.54878,0.95877,0.53269
ENSG00000267909,ENST00000599174,0.27581,0.11277,0.86823,0.61027,0.023515,0.36622,0.90059,1.3208
ENSG00000166960,ENST00000383096,1.073,0.92864,1.2441,3.4591999999999997e-46,0.99968,0.00032492,1.0437,-0.58537
ENSG00000255359,ENST00000532798,1.4202,0.97193,2.1302,4.4974e-08,0.74822,0.25178,1.0564,-0.21336
ENSG00000122483,ENST00000690025,0.80102,0.70361,0.91442,3.3962e-42,0.013703,0.9863,0.90904,1.5574
ENSG00000197816,ENST00000529487,0.73598,0.64568,0.84127,1.0126e-37,9.9598e-05,0.9999,0.93826,1.1768
ENSG00000117477,ENST00000367806,0.59642,0.45551,0.79075,6.076e-07,0.0016954,0.9983,0.88536,1.1815
ENSG00000166329,ENST00000299415,0.21534,0.076525,1.0216,0.58499,0.036895,0.37811,1.0622,-0.37224
ENSG00000213213,ENST00000338005,0.96631,0.7889,1.1918,3.5760999999999995e-21,0.81077,0.18923,1.1157,-1.2951
ENSG00000177875,ENST00000316554,1.0597,0.66706,1.7541,8.0102e-05,0.36997,0.62995,0.98539,0.10199
ENSG00000178395,ENST00000366875,,,,,,,1.1899,-2.3261
ENSG00000165813,ENST00000369287,0.43106,0.34278,0.54693,0.017144,2.0798e-08,0.98286,0.88024,1.6241
ENSG00000260220,ENST00000638797,0.84276,0.63609,1.132,6.199e-10,0.2087,0.7913,0.89863,1.2126
ENSG00000234409,ENST00000439765,0.73028,0.56172,0.96072,9.2405e-10,0.034739,0.96526,0.88319,1.1283
ENSG00000196118,ENST00000543610,0.93416,0.72095,1.2245,9.8034e-13,0.48999,0.51001,1.0175,-0.1543
ENSG00000185860,ENST00000367912,0.76551,0.47225,1.2985,0.0013901,0.15832,0.84029,1.0583,-0.46809
ENSG00000163617,ENST00000295878,0.86835,0.738,1.0262,2.7767e-29,0.41022,0.58978,0.89516,1.4742
ENSG00000175699,ENST00000636493,1.7965,1.3011,2.5265,2.82e-12,0.95762,0.04238,1.7136,-3.7126
ENSG00000100557,ENST00000216445,0.5063,0.34997,0.75078,0.0066812,0.0040602,0.98926,1.0619,-0.48962
ENSG00000101997,ENST00000376227,0.075355,0.037115,0.17244,1.0,1.479e-16,8.1614e-10,0.82672,1.7394
ENSG00000159214,ENST00000372318,1.0757,0.81847,1.4321,6.3441e-13,0.77456,0.22544,1.0894,-0.75386
ENSG00000147419,ENST00000356537,0.4532,0.30682,0.68833,0.064795,0.002053,0.93315,0.71395,1.9317
ENSG00000162592,ENST00000294600,0.9964,0.83182,1.2,1.5536e-27,0.94961,0.050393,1.007,-0.084507
ENSG00000024862,ENST00000617445,1.0871,0.78733,1.5288,1.8812e-09,0.63522,0.36478,0.80694,1.1951
ENSG00000160050,ENST00000373602,0.90999,0.62277,1.3649,3.5988e-06,0.29235,0.70764,0.84619,1.0407
ENSG00000151468,ENST00000378825,1.12,0.81117,1.5751,1.2007e-09,0.67817,0.32183,1.1777,-1.4397
ENSG00000128891,ENST00000416810,0.44693,0.26942,0.7799,0.15925,0.013745,0.82701,0.94656,0.33461
ENSG00000140481,ENST00000398814,1.0229,0.86573,1.2142,4.2569e-33,0.98785,0.012152,1.0048,-0.062973
ENSG00000109881,ENST00000328697,0.90772,0.70498,1.1816,5.236e-13,0.41581,0.58419,1.0304,-0.27551
ENSG00000165972,ENST00000344280,0.94814,0.7809,1.1585,1.1139e-22,0.78852,0.21148,0.97979,0.21788
ENSG00000284862,ENST00000476379,0.93403,0.80198,1.092,4.1629e-36,0.92139,0.078611,0.98912,0.15214
ENSG00000141519,ENST00000397545,0.83512,0.71252,0.9829,1.6494e-29,0.15238,0.84762,0.97279,0.45004
ENSG00000161973,ENST00000293845,0.93033,0.71799,1.2194,1.0915e-12,0.47769,0.52231,0.91003,0.78306
ENSG00000180329,ENST00000315286,0.60084,0.42275,0.87307,0.00018453,0.01577,0.98405,0.91873,0.5695
ENSG00000108588,ENST00000225726,0.67802,0.52816,0.87973,9.3545e-10,0.0080455,0.99195,0.88313,1.2013
ENSG00000152492,ENST00000392455,0.76899,0.61798,0.96466,1.3892e-14,0.040872,0.95913,0.96424,0.36693
ENSG00000164051,ENST00000395694,1.0072,0.73397,1.4067,2.8316e-09,0.52395,0.47605,0.89762,0.99492
ENSG00000138483,ENST00000261058,0.68704,0.28089,2.1627,0.13445,0.16186,0.70368,0.97324,0.22189
ENSG00000133773,ENST00000256151,0.88576,0.65286,1.2215,6.0768e-09,0.29484,0.70516,1.2727,-1.9617
ENSG00000108091,ENST00000263102,0.35351,0.24873,0.51368,0.95432,7.7798e-07,0.045678,0.61051,4.0727
ENSG00000183273,ENST00000327554,0.85025,0.68328,1.0666,3.8945e-16,0.23459,0.76541,0.95128,0.54351
ENSG00000104983,ENST00000595358,0.87329,0.70316,1.0932,7.5961e-17,0.33658,0.66342,0.89003,1.2684
ENSG00000130783,ENST00000253079,0.89057,0.73642,1.0835,3.7534e-22,0.49673,0.50327,0.86981,1.5796
ENSG00000173093,ENST00000308208,0.84965,0.6828,1.0658,3.9955e-16,0.23221,0.76779,0.92366,0.85506
ENSG00000139537,ENST00000320516,0.79168,0.60895,1.0415,1.209e-10,0.10255,0.89745,0.94431,0.56423
ENSG00000180376,ENST00000394672,1.0367,0.90068,1.1973,3.0888e-47,0.99931,0.00069108,1.047,-0.65719
ENSG00000166510,ENST00000591504,0.95625,0.75312,1.226,3.221e-15,0.62738,0.37262,0.94485,0.45461
ENSG00000198624,ENST00000355417,0.94231,0.72724,1.2351,7.8082e-13,0.51583,0.48417,1.0868,-0.70023
ENSG00000123171,ENST00000242819,0.43829,0.21587,1.003,0.25369,0.051569,0.69474,1.1353,-0.9505
ENSG00000177352,ENST00000321895,,,,,,,0.9835,0.17298
ENSG00000253276,ENST00000523505,0.58675,0.32128,1.1581,0.046753,0.092755,0.86049,0.95452,0.37981
ENSG00000186714,ENST00000335185,0.81518,0.69051,0.96675,2.0799e-26,0.07591,0.92409,0.88335,1.7283
ENSG00000163040,ENST00000409856,1.0115,0.78063,1.3258,1.1986e-13,0.70564,0.29436,0.84291,1.3456
ENSG00000152076,ENST00000409943,0.8944,0.68053,1.1908,4.5216e-11,0.34312,0.65688,0.88168,1.0169
ENSG00000120647,ENST00000239830,0.83821,0.67619,1.0472,1.8394e-16,0.18907,0.81093,0.9883,0.11989
ENSG00000162004,ENST00000345165,1.2595,1.0491,1.5206,1.8106e-32,0.99952,0.00048139,1.1975,-2.0895
ENSG00000169515,ENST00000307522,1.1556,0.63276,2.2809,0.0029822,0.32038,0.67664,1.0166,-0.18917
ENSG00000091986,ENST00000206423,0.62261,0.4951,0.78997,4.5958e-10,0.00061751,0.99938,1.0053,-0.078301
ENSG00000149201,ENST00000445632,0.94432,0.78747,1.1387,9.5055e-26,0.83169,0.16831,1.0165,-0.19671
ENSG00000149231,ENST00000646818,0.77493,0.61336,0.98821,6.1708e-13,0.05849,0.94151,0.92889,0.76305
ENSG00000150676,ENST00000342404,1.0781,0.86636,1.3524,3.7274e-20,0.94066,0.059345,1.0931,-0.86413
ENSG00000055813,ENST00000407595,0.75702,0.58424,0.99226,2.0987e-10,0.055274,0.94473,1.1051,-1.2207
ENSG00000175602,ENST00000312579,0.5882,0.34521,1.0613,0.022768,0.072534,0.9047,0.75901,1.7379
ENSG00000205476,ENST00000380243,0.47019,0.325,0.69723,0.025656,0.0017886,0.97256,0.91114,0.94459
ENSG00000110104,ENST00000227520,0.76324,0.5655,1.0464,5.0968e-08,0.087248,0.91275,0.96341,0.33836
ENSG00000182791,ENST00000333861,,,,,,,1.029,-0.39979
ENSG00000115355,ENST00000436346,0.23044,0.18519,0.28907,1.0,8.889200000000001e-45,1.878e-22,0.86277,2.697
ENSG00000168071,ENST00000356786,0.75119,0.65426,0.8652,9.917800000000002e-35,0.00069095,0.99931,0.92696,1.381
ENSG00000015133,ENST00000389857,0.65908,0.57198,0.76196,9.750999999999999e-28,7.2308e-07,1.0,0.97013,0.65355
ENSG00000179071,ENST00000316398,0.95594,0.70828,1.3106,7.574e-10,0.45673,0.54327,1.0943,-0.84581
ENSG00000105321,ENST00000221922,0.79216,0.63403,0.99805,1.5861e-14,0.075447,0.92455,1.1015,-1.1909
ENSG00000137500,ENST00000529689,0.64908,0.4701,0.91284,8.5432e-06,0.021345,0.97865,1.0667,-0.49226
ENSG00000123106,ENST00000536442,0.75973,0.60275,0.96634,6.5188e-13,0.040144,0.95986,1.0109,-0.10341
ENSG00000119242,ENST00000238156,0.48224,0.30902,0.78134,0.048739,0.011001,0.94026,0.90814,0.8212
ENSG00000277200,ENST00000614400,0.35509,0.14518,1.1178,0.40239,0.055978,0.54163,1.0337,-0.23265
ENSG00000125633,ENST00000376300,0.56353,0.45859,0.69743,4.6952e-10,6.8033e-06,0.99999,0.89638,1.2217
ENSG00000173013,ENST00000310085,1.2107,0.85187,1.7593,1.3543e-08,0.68917,0.31083,1.1431,-1.6335
ENSG00000142039,ENST00000269967,0.79662,0.58716,1.0986,4.0981e-08,0.13299,0.86701,0.88537,1.0673
ENSG00000188549,ENST00000397536,0.84701,0.65784,1.1026,3.3822e-12,0.21952,0.78048,1.0169,-0.18427
ENSG00000197651,ENST00000358859,,,,,,,1.0924,-0.90292
ENSG00000262484,ENST00000571838,0.73858,0.51967,1.0732,7.6999e-06,0.090431,0.90956,1.0183,-0.14474
ENSG00000204536,ENST00000396268,0.79376,0.67,0.94488,1.1422e-24,0.034403,0.9656,0.83247,2.348
ENSG00000185972,ENST00000335119,0.4663,0.31198,0.71801,0.047006,0.0037075,0.94929,0.82044,2.1102
ENSG00000187094,ENST00000396169,1.0937,0.68844,1.8103,6.5783e-05,0.39232,0.60761,0.85685,0.77196
ENSG00000163394,ENST00000295589,0.70412,0.49938,1.0139,9.1911e-06,0.059108,0.94088,1.0168,-0.16978
ENSG00000110148,ENST00000334619,0.95242,0.72182,1.2735,2.1979e-11,0.49798,0.50202,1.056,-0.59336
ENSG00000108702,ENST00000225842,1.1991,0.72287,2.0925,0.00020951,0.40524,0.59455,0.96771,0.14682
ENSG00000172156,ENST00000305869,0.96177,0.54695,1.8065,0.0026776,0.26571,0.73161,1.1558,-0.71031
ENSG00000181374,ENST00000225844,0.76191,0.39818,1.602,0.023767,0.17829,0.79795,1.0242,-0.1104
ENSG00000276409,ENST00000618404,0.97548,0.57251,1.7601,0.00122,0.28137,0.71741,1.0738,-0.34228
ENSG00000275718,ENST00000617897,0.75467,0.44292,1.3617,0.0046956,0.1615,0.8338,0.93674,0.31536
ENSG00000275152,ENST00000611905,0.79662,0.43619,1.5723,0.011313,0.19007,0.79862,0.93775,0.31735
ENSG00000102970,ENST00000219244,1.0852,0.6369,1.958,0.00074883,0.33329,0.66596,0.90233,0.4429
ENSG00000275385,ENST00000616054,0.8736,0.49681,1.6409,0.0040682,0.22547,0.77046,0.88163,0.52403
ENSG00000172724,ENST00000311925,0.51361,0.26842,1.0799,0.11765,0.071304,0.81105,0.73484,1.2515
ENSG00000108691,ENST00000225831,0.29981,0.12258,0.94378,0.53685,0.032777,0.43038,0.74599,1.1833
ENSG00000115009,ENST00000358813,0.74411,0.43672,1.3426,0.0050953,0.15555,0.83936,0.90752,0.42826
ENSG00000137077,ENST00000259607,0.73123,0.46857,1.1847,0.00066183,0.1237,0.87564,0.94601,0.29476
ENSG00000102962,ENST00000219235,0.9179,0.522,1.7241,0.0032678,0.24612,0.75062,0.92257,0.3687
ENSG00000274736,ENST00000615050,0.84436,0.52089,1.4322,0.00070837,0.21225,0.78704,1.0592,-0.32985
ENSG00000106178,ENST00000222902,0.69682,0.38154,1.3753,0.020264,0.14472,0.83502,0.85635,0.74316
ENSG00000131142,ENST00000315626,0.70496,0.46559,1.1021,0.00032918,0.093213,0.90646,0.83356,0.9554
ENSG00000006606,ENST00000005180,0.93119,0.57445,1.5795,0.00037764,0.27163,0.72799,1.0454,-0.20384
ENSG00000213927,ENST00000259631,1.0397,0.61022,1.876,0.00090669,0.31253,0.68656,1.0001,-0.00054857
ENSG00000151882,ENST00000361115,0.56282,0.27721,1.288,0.10516,0.10602,0.78882,0.92406,0.41404
ENSG00000277632,ENST00000613922,0.74054,0.40548,1.4616,0.015434,0.16495,0.81962,0.92638,0.34058
ENSG00000276085,ENST00000619989,0.6701,0.36691,1.3226,0.024296,0.13216,0.84354,0.79467,0.94733
ENSG00000275302,ENST00000615863,0.77295,0.45365,1.3947,0.0040951,0.17183,0.82408,0.95286,0.21205
ENSG00000276070,ENST00000617405,0.51139,0.23291,1.3217,0.1772,0.098923,0.72387,0.61062,1.8282
ENSG00000271503,ENST00000651122,0.553,0.289,1.1627,0.084788,0.089055,0.82616,0.99884,0.0067072
ENSG00000108688,ENST00000378569,1.132,0.66439,2.0425,0.0006237,0.35353,0.64584,1.1793,-0.81523
ENSG00000108700,ENST00000394620,0.45377,0.20666,1.1728,0.24237,0.074943,0.68268,1.0752,-0.34873
ENSG00000136280,ENST00000258781,0.55681,0.40577,0.77767,0.00013299,0.0029982,0.99687,0.82838,1.7638
ENSG00000101331,ENST00000452892,0.66589,0.51042,0.87936,1.762e-08,0.0092725,0.99073,0.86194,1.678
ENSG00000142871,ENST00000451137,0.31488,0.20177,0.51017,0.97442,6.1263e-06,0.025573,0.9492,0.48002
ENSG00000118523,ENST00000367976,0.66306,0.47377,0.94681,1.4789e-05,0.032116,0.96787,0.94034,0.56824
ENSG00000136999,ENST00000259526,0.59863,0.42119,0.86987,0.00019629,0.015219,0.98458,1.0212,-0.1933
ENSG00000104415,ENST00000250160,0.81744,0.61157,1.1087,4.0587e-09,0.16036,0.83964,1.0001,-0.0010233
ENSG00000064205,ENST00000190983,0.90773,0.62123,1.3616,3.6979e-06,0.28954,0.71046,1.0704,-0.55575
ENSG00000112761,ENST00000368666,0.82823,0.62244,1.1178,1.6739e-09,0.1792,0.8208,0.89175,0.93917
ENSG00000133101,ENST00000255465,0.42483,0.30568,0.60189,0.13501,8.5692e-05,0.8649,0.80832,1.9289
ENSG00000145386,ENST00000274026,0.060707,0.027648,0.1569,1.0,5.5965e-16,1.4895e-09,0.7158,2.7632
ENSG00000134057,ENST00000256442,0.58549,0.42917,0.8124,3.0466e-05,0.0048973,0.99507,0.91579,0.8197
ENSG00000100814,ENST00000358932,0.54617,0.36072,0.85384,0.0063164,0.018368,0.97532,0.81202,1.4834
ENSG00000157456,ENST00000288207,0.76383,0.5914,0.99768,9.4056e-11,0.060445,0.93956,1.0035,-0.032721
ENSG00000147082,ENST00000376042,0.17635,0.113,0.28572,1.0,3.0761e-16,8.5334e-09,0.91024,1.2064
ENSG00000112237,ENST00000520429,0.38032,0.26532,0.55806,0.7239,2.3231e-05,0.27607,0.61138,2.9977
ENSG00000110092,ENST00000227507,0.34527,0.20814,0.6025,0.78724,0.00061687,0.21214,0.85272,1.245
ENSG00000118971,ENST00000261254,0.19849,0.10868,0.39176,0.99915,2.5597e-07,0.00085044,0.62928,3.0554
ENSG00000112576,ENST00000372991,0.31324,0.18883,0.54661,0.93339,8.8347e-05,0.066519,0.8165,1.5372
ENSG00000166946,ENST00000300213,0.97484,0.76776,1.2499,1.7304e-15,0.68673,0.31327,0.98631,0.12275
ENSG00000105173,ENST00000262643,0.14784,0.08677,0.26676,1.0,3.5625e-14,6.609e-08,0.8351,1.5959
ENSG00000175305,ENST00000308108,0.31663,0.21886,0.46952,0.99642,2.8021e-08,0.0035771,0.79428,1.8962
ENSG00000162063,ENST00000397066,0.35114,0.26271,0.47627,0.99436,6.4524e-10,0.0056425,0.90955,1.2262
ENSG00000113328,ENST00000340828,0.4331,0.28198,0.68858,0.16395,0.0030529,0.833,0.86005,1.0865
ENSG00000138764,ENST00000316355,0.54865,0.38603,0.79725,0.00090367,0.0062727,0.99282,0.91606,0.70775
ENSG00000134480,ENST00000256897,0.74037,0.55641,0.9992,1.7668e-08,0.055842,0.94416,0.93195,0.57196
ENSG00000118816,ENST00000237654,0.41046,0.27109,0.64169,0.30741,0.001078,0.69151,0.87398,1.1281
ENSG00000205089,ENST00000378731,0.96453,0.728,1.2956,3.4451e-11,0.51911,0.48089,0.92963,0.66182
ENSG00000107443,ENST00000465148,0.28966,0.18562,0.46932,0.99501,4.5068e-07,0.0049888,0.73175,2.4661
ENSG00000135083,ENST00000257536,0.98706,0.74808,1.3198,9.8685e-12,0.58648,0.41352,1.0245,-0.23387
ENSG00000090061,ENST00000389879,0.13843,0.083447,0.24156,1.0,3.02e-17,9.7639e-10,0.65834,3.9099
ENSG00000163660,ENST00000295926,0.21444,0.13961,0.34093,1.0,5.3557e-13,1.1826e-06,0.72412,3.0325
ENSG00000221978,ENST00000400809,0.47396,0.35117,0.64981,0.0039587,0.00013173,0.99591,0.99522,0.054554
ENSG00000152669,ENST00000282572,1.0044,0.72748,1.4126,6.3175e-09,0.50515,0.49485,1.1381,-1.2856
ENSG00000105219,ENST00000430325,0.91979,0.63578,1.3639,1.6011e-06,0.31067,0.68932,1.0369,-0.3239
ENSG00000262919,ENST00000576892,0.16949,0.077193,0.43806,0.98894,4.6397e-05,0.011011,0.65576,2.1907
ENSG00000129315,ENST00000261900,0.26763,0.18499,0.39687,0.99998,7.3266e-12,1.9941e-05,0.84077,2.0201
ENSG00000082258,ENST00000264157,0.25731,0.17786,0.38156,0.99999,8.6188e-13,5.1865e-06,0.82456,2.2324
ENSG00000108100,ENST00000374704,0.44387,0.30965,0.65131,0.068759,0.00064134,0.9306,0.84611,1.3724
ENSG00000163249,ENST00000295414,0.36237,0.24533,0.55037,0.85177,2.4174e-05,0.14821,0.77027,2.0825
ENSG00000260916,ENST00000442196,0.56607,0.44695,0.72378,6.5464e-08,0.00010241,0.9999,0.96202,0.49605
ENSG00000163823,ENST00000296140,3.6974,1.3139,17.54,0.11424,0.23108,0.65468,0.80153,1.7663
ENSG00000184451,ENST00000332438,0.92449,0.58194,1.5302,0.00019711,0.27312,0.72668,0.86191,1.3123
ENSG00000121807,ENST00000445132,,,,,,,0.92718,0.65148
ENSG00000183625,ENST00000395940,,,,,,,0.95768,0.37752
ENSG00000183813,ENST00000330953,0.5273,0.31787,0.92014,0.038454,0.037848,0.9237,0.88735,1.0008
ENSG00000160791,ENST00000292303,,,,,,,1.1001,-0.87665
ENSG00000112486,ENST00000341935,0.65773,0.26891,2.0705,0.14303,0.15535,0.70162,0.69578,2.7912
ENSG00000126353,ENST00000246657,0.42361,0.26665,0.70118,0.23179,0.0045873,0.76362,0.7143,2.7354
ENSG00000179934,ENST00000326306,,,,,,,0.85755,1.2413
ENSG00000173585,ENST00000357632,0.4617,0.22741,1.0566,0.21082,0.061858,0.72732,0.86853,1.1943
ENSG00000121797,ENST00000399036,,,,,,,1.0936,-0.81096
ENSG00000173992,ENST00000533244,0.90078,0.67988,1.2099,1.5e-10,0.3512,0.6488,0.91107,0.73481
ENSG00000154429,ENST00000284617,0.65761,0.45005,0.98638,0.0001733,0.047785,0.95204,0.92172,0.64023
ENSG00000184305,ENST00000509176,0.50009,0.38956,0.64887,4.3346e-05,1.4522e-05,0.99994,1.0515,-0.71635
ENSG00000107771,ENST00000372088,0.49849,0.39359,0.63738,1.5977e-05,4.0155e-06,0.99998,1.0042,-0.062391
ENSG00000166226,ENST00000299300,0.29138,0.20141,0.43208,0.99969,5.6548e-10,0.0003072,0.84638,1.6793
ENSG00000163468,ENST00000295688,0.1532,0.094507,0.25985,1.0,1.1875e-16,2.9256e-09,0.88326,1.3254
ENSG00000115484,ENST00000394440,0.27218,0.18627,0.40826,0.99994,6.8108e-11,6.4067e-05,0.89808,1.116
ENSG00000150753,ENST00000280326,0.10899,0.05968,0.21512,1.0,7.2531e-16,3.5572e-09,0.80627,2.1775
ENSG00000146731,ENST00000275603,0.10241,0.056072,0.20212,1.0,4.3736e-17,6.0759e-10,0.79536,2.223
ENSG00000132141,ENST00000314144,0.7961,0.63306,1.0101,8.0548e-14,0.087325,0.91267,1.0493,-0.52939
ENSG00000135624,ENST00000258091,0.2825,0.19126,0.42907,0.99966,1.4253e-09,0.00034297,0.75698,2.7139
ENSG00000156261,ENST00000286788,0.1523,0.093952,0.25833,1.0,8.7458e-17,2.4133e-09,0.84884,1.6677
ENSG00000198445,ENST00000359963,0.91955,0.68472,1.2538,7.7643e-10,0.38087,0.61913,0.84661,1.7255
ENSG00000122674,ENST00000325974,0.3288,0.22938,0.48246,0.99239,6.415e-08,0.0076143,0.40654,5.6139
ENSG00000146574,ENST00000316731,0.42513,0.30981,0.59375,0.12108,4.4301e-05,0.87888,0.35891,6.123
ENSG00000134256,ENST00000682167,0.77397,0.64318,0.9367,3.0922e-20,0.023647,0.97635,0.93942,0.90197
ENSG00000156535,ENST00000287097,0.89858,0.78664,1.0294,2.5439e-45,0.85968,0.14032,1.0204,-0.35564
ENSG00000170458,ENST00000302014,1.6258,0.80078,3.7205,0.0085177,0.34214,0.64935,0.96023,0.37844
ENSG00000177697,ENST00000397420,0.58463,0.41135,0.84953,0.00029349,0.012067,0.98764,0.94288,0.43888
ENSG00000117281,ENST00000369288,0.57303,0.36071,0.9485,0.0098156,0.041709,0.94848,0.85348,0.91252
